constraint_type,support,fidelity_micro_f1,primary_fix_rate,repair_action_match_rate,repair_action_exact_rate,repair_action_alternative_rate,repair_action_total,gfr,srr,sir,disruption_add_mean,disruption_del_mean,disruption_total_ops_mean,disruption_changed_mean
single,13533,0.5309643627400636,0.5491760880809872,0.8813640730067243,0.6988103155250129,0.18255375748171138,27066,0.8177700329125105,0.0014971155310409205,0.0032515582633870217,0.13722012857459542,0.9392595876745733,1.0764797162491686,1.0764797162491686
conflictWith,12145,0.6703473989889936,0.5980238781391519,0.7993001235076163,0.7351996706463565,0.06410045286125977,24290,0.895246373811676,0.001156210455996557,0.12075165953575642,0.24956772334293947,0.8796212433100041,1.1291889666529435,1.1291889666529435
type,8738,0.5297472601207784,0.3617532616159304,0.7544060425726711,0.7466811627374685,0.007724879835202564,17476,0.8126671220242566,0.005310940650379031,0.2719942875844218,0.9731059739070725,0.04829480430304418,1.0214007782101167,1.0214007782101167
distinct,27960,0.9138455301033853,0.5950643776824034,0.9716201716738198,0.9492131616595136,0.02240701001430615,55920,0.9347313918582777,0.00015348308209770707,0.3255424606234167,0.06573676680972819,0.9941344778254649,1.0598712446351932,1.0598712446351932
valueRequiresStatement,6411,0.6125038687712782,0.8451099672437997,0.903525191077835,0.7959756668226485,0.1075495242551864,12822,0.8324414595374484,7.07509245859463e-05,0.027436918116919434,0.9572609577289034,0.04632662611137108,1.0035875838402746,1.0035875838402746
itemRequiresStatement,10151,0.29744094488188977,0.7488917348044528,0.8861688503595705,0.6467835681213674,0.23938528223820313,20302,0.7865110968130974,0.0037711678385594716,0.18262231251058067,0.9965520638360753,0.004531573244015368,1.0010836370800906,1.0010836370800906
valueType,8441,0.4765447886996454,0.312996090510603,0.7369979860206137,0.7272834972159696,0.009714488804644,16882,0.8838003906419069,0.000899338848492822,0.049036695086909415,0.9930103068356829,0.021442956995616633,1.0144532638312995,1.0144532638312995
inverse,11774,0.8378583473861719,0.858756582299983,0.9142602344148123,0.9064039408866995,0.007856293528112792,23548,0.8655404637605396,0.003751136408553698,0.006465584884341358,0.9666213691183965,0.03473755732970953,1.001358926448106,1.001358926448106
oneOf,812,0.7170487106017192,0.9014778325123153,0.8048029556650246,0.7093596059113301,0.09544334975369458,1624,0.8419526985543011,0.0007447659504041045,0.01883460859329017,0.791871921182266,0.9273399014778325,1.7192118226600985,1.7192118226600985
