state,factor_family,factor_type,support,positive_rate,accuracy,precision,recall,f1,auroc,auprc,ece
post_gold,conflictWith,3,1843471,0.7072381393577659,0.7131183511972795,0.7146863213467046,0.9893117897057233,0.8298689993418119,0.7110889151261285,0.8253496664897267,0.05728400548255077
post_gold,distinct,2,687661,0.9887735381241629,0.011226461875837077,0.0,0.0,0.0,0.8184416828553999,0.9975174524469733,0.44262482364888583
post_gold,inverse,9,42384,0.8147178180445451,0.7450453001132503,0.8014842300556586,0.9132663403897947,0.8537318281491107,0.24834783147163567,0.7932282314273922,0.30688870321465644
post_gold,itemRequiresStatement,4,705893,0.9912947146380542,0.7762777078112405,0.989691448403015,0.782463115292934,0.8739610751345993,0.34415040303734035,0.9884403129813175,0.4839710160073193
post_gold,oneOf,12,3331,0.9978985289702792,0.7943560492344641,0.9973614775725593,0.796028880866426,0.885394010373097,0.730595667870036,0.9993708814184122,0.4866981349954802
post_gold,single,0,1368781,0.9990254102007553,0.22443984830297908,0.9992720055105592,0.22384633554353478,0.3657591733143422,0.5390305828111169,0.9990853218521139,0.49448966553044515
post_gold,symmetric,14,4698,0.9987228607918263,0.018518518518518517,0.9655172413793104,0.017902813299232736,0.03515379786566227,0.4991830065359477,0.9977151153171169,0.48901449368450683
post_gold,type,5,752805,0.9426518155432018,0.8469523980313627,0.9491963980738946,0.8850095753720585,0.915979899057741,0.5875001498011709,0.9539482149628058,0.43527577484151925
post_gold,valueRequiresStatement,15,20367,0.9951391957578436,0.1961506358324741,1.0,0.19222419577659364,0.32246316834961103,0.8044127878349311,0.9987716104849069,0.4837383868935218
post_gold,valueType,16,466978,0.8715207140379204,0.8704178783582952,0.8715158559783482,0.9985232725852067,0.9307065839738363,0.432493784200342,0.8294119629449273,0.3444783462290697
pre,conflictWith,3,1843471,0.7164360057738907,0.7070520773041724,0.754092160679065,0.8771360362345341,0.8109734861438334,0.6992391904789945,0.8296031001186268,0.09264593073579727
pre,distinct,2,431550,0.9406951685783802,0.9406951685783802,0.9406951685783802,1.0,0.9694414494446016,0.5,0.9406951685783802,0.4366540332672535
pre,inverse,9,42384,0.3294167610419026,0.3294167610419026,0.3294167610419026,1.0,0.4955808753061442,0.5,0.3294167610419026,0.1724867132889995
pre,itemRequiresStatement,4,705718,0.9935229085838819,0.9935229085838819,0.9935229085838819,1.0,0.9967509320368336,0.5,0.9935229085838819,0.4857024811661268
pre,oneOf,12,3331,0.7577304112879015,0.7577304112879015,0.7577304112879015,1.0,0.8621690862510675,0.5,0.7577304112879015,0.24790416836416496
pre,single,0,1368781,0.9985768358853607,0.9985768358853607,0.9985768358853607,1.0,0.9992879112330906,0.5,0.9985768358853607,0.49488271881611634
pre,symmetric,14,4698,0.945295870583227,0.05470412941677309,0.0,0.0,0.0,0.5,0.945295870583227,0.4338934126307275
pre,type,5,752048,0.9428600302108376,0.9272160819522158,0.9434831584041251,0.981605638887792,0.9621669294299223,0.5469360402030576,0.9530499841465728,0.43423006210141574
pre,valueRequiresStatement,15,20344,0.9631340935902477,0.9631340935902477,0.9631340935902477,1.0,0.981220892383194,0.5,0.9631340935902477,0.45196698457764395
pre,valueType,16,466401,0.8707635704040085,0.8707635704040085,0.8707635704040085,1.0,0.9309178179217581,0.5,0.8707635704040085,0.3602801862716233
