state,density_bucket,factor_family,factor_type,support,positive_rate,accuracy,precision,recall,f1,auroc,auprc,ece
post_gold,1,distinct,2,30,1.0,1.0,1.0,1.0,1.0,,,0.001341104507446289
post_gold,1,itemRequiresStatement,4,10,1.0,1.0,1.0,1.0,1.0,,,0.007549983263015703
post_gold,1,single,0,4,1.0,1.0,1.0,1.0,1.0,,,0.0006331503391265869
post_gold,1,type,5,281,1.0,1.0,1.0,1.0,1.0,,,0.024986816046500993
post_gold,1,valueRequiresStatement,15,1,1.0,1.0,1.0,1.0,1.0,,,0.22346943616867065
post_gold,1,valueType,16,12,1.0,1.0,1.0,1.0,1.0,,,0.08392830193042755
post_gold,17_64,conflictWith,3,716955,0.7363335216296699,0.8476543158217741,0.8952103891004306,0.8982474550971932,0.8967263505943021,0.91326987048184,0.9675710059702809,0.13575499792633583
post_gold,17_64,distinct,2,325073,1.0,1.0,1.0,1.0,1.0,,,0.0027936881201892517
post_gold,17_64,inverse,9,26984,0.7214275126000593,0.7206863326415653,0.721253709198813,0.998869882365028,0.8376591207702415,0.8775422478795158,0.9604658709353058,0.2630296428007256
post_gold,17_64,itemRequiresStatement,4,213007,0.9842775120066477,0.9842775120066477,0.9842775120066477,1.0,0.9920764671784983,0.6655268872649177,0.9901997309841999,0.0018612302346320126
post_gold,17_64,oneOf,12,1562,1.0,1.0,1.0,1.0,1.0,,,0.12286388049815589
post_gold,17_64,single,0,579377,0.9987969836565829,0.9987969836565829,0.9987969836565829,1.0,0.9993981297984469,0.766654345381499,0.9995773072611867,0.0008921482394271125
post_gold,17_64,symmetric,14,145,1.0,0.0,0.0,0.0,0.0,,,0.49767602414920414
post_gold,17_64,type,5,199854,0.9750517878050977,0.9750517878050977,0.9750517878050977,1.0,0.9873683250490218,0.7309519809396149,0.9875891418520353,0.013000004014611764
post_gold,17_64,valueRequiresStatement,15,4948,0.9909054163298302,0.9909054163298302,0.9909054163298302,1.0,0.9954319358440766,0.4822172366125048,0.9910949822891812,0.13933614970891825
post_gold,17_64,valueType,16,143916,0.8998374051530059,0.8998374051530059,0.8998374051530059,1.0,0.9472783330956012,0.7884645663680319,0.9631521994864561,0.02712726278502393
post_gold,2_4,conflictWith,3,453,0.3973509933774834,0.673289183222958,0.6702127659574468,0.35,0.4598540145985402,0.807102157102157,0.7242281134459781,0.35903140785744125
post_gold,2_4,distinct,2,1316,1.0,1.0,1.0,1.0,1.0,,,0.001588217121489488
post_gold,2_4,inverse,9,16,1.0,1.0,1.0,1.0,1.0,,,0.23693640530109406
post_gold,2_4,itemRequiresStatement,4,1216,1.0,1.0,1.0,1.0,1.0,,,0.009375686855300517
post_gold,2_4,oneOf,12,3,1.0,1.0,1.0,1.0,1.0,,,0.23523396253585815
post_gold,2_4,single,0,1382,1.0,1.0,1.0,1.0,1.0,,,0.0013891050077209366
post_gold,2_4,symmetric,14,2,1.0,0.0,0.0,0.0,0.0,,,0.49797606468200684
post_gold,2_4,type,5,1112,1.0,1.0,1.0,1.0,1.0,,,0.02452792559596273
post_gold,2_4,valueRequiresStatement,15,4,1.0,1.0,1.0,1.0,1.0,,,0.17684286832809448
post_gold,2_4,valueType,16,291,1.0,1.0,1.0,1.0,1.0,,,0.08708099708524356
post_gold,5_16,conflictWith,3,27942,0.5857132631880324,0.7000572614701882,0.7970389107953277,0.6545887816204327,0.7188244372127353,0.749282166911681,0.7332311289939505,0.24032224637229121
post_gold,5_16,distinct,2,13303,1.0,1.0,1.0,1.0,1.0,,,0.003368758002878151
post_gold,5_16,inverse,9,775,0.9909677419354839,0.9806451612903225,0.9908735332464146,0.9895833333333334,0.990228013029316,0.8530505952380952,0.9985141026613735,0.25083956668453833
post_gold,5_16,itemRequiresStatement,4,17803,0.991855305285626,0.991855305285626,0.991855305285626,1.0,0.9959110008177998,0.738944934600318,0.9953852892406797,0.00857751058981757
post_gold,5_16,oneOf,12,237,1.0,1.0,1.0,1.0,1.0,,,0.15605084201957609
post_gold,5_16,single,0,20056,0.9992022337455125,0.9992022337455125,0.9992022337455125,1.0,0.9996009577015162,0.6507999625748504,0.9995751991951904,0.0014936285198186017
post_gold,5_16,symmetric,14,21,1.0,0.0,0.0,0.0,0.0,,,0.49757959729149226
post_gold,5_16,type,5,14969,0.9813614803928118,0.9813614803928118,0.9813614803928118,1.0,0.9905930746147881,0.7467044120912234,0.9924623591158036,0.017944003745830883
post_gold,5_16,valueRequiresStatement,15,343,0.9854227405247813,0.9854227405247813,0.9854227405247813,1.0,0.9926578560939794,0.5905325443786982,0.9880265842686029,0.12508776723122114
post_gold,5_16,valueType,16,10434,0.9167145869273529,0.9167145869273529,0.9167145869273529,1.0,0.9565478273913696,0.4865539338677824,0.9135979886131577,0.040169499804513384
post_gold,65_plus,conflictWith,3,1083176,0.6873795209642755,0.7237549576430793,0.8574848242080573,0.7173418144846639,0.7811776922964415,0.7916565582518796,0.8759223957209626,0.156792989421534
post_gold,65_plus,distinct,2,313707,1.0,1.0,1.0,1.0,1.0,,,0.004950388608563127
post_gold,65_plus,inverse,9,4024,0.981858846918489,0.9813618290258449,0.982089552238806,0.9992406985573272,0.99059089198344,0.8068808659503576,0.9933051404734206,0.22846925029231174
post_gold,65_plus,itemRequiresStatement,4,461472,0.9942748422439498,0.9942748422439498,0.9942748422439498,1.0,0.997129203239806,0.5703511035036734,0.9946410603087179,0.01352691530011641
post_gold,65_plus,oneOf,12,501,0.998003992015968,0.998003992015968,0.998003992015968,1.0,0.9990009990009989,0.244,0.9971972890381571,0.1637529891408132
post_gold,65_plus,single,0,750004,0.9991773377208655,0.9991773377208655,0.9991773377208655,1.0,0.9995884995975033,0.5971538727929154,0.9993766054479079,0.003757933612215022
post_gold,65_plus,symmetric,14,114,0.9736842105263158,0.02631578947368421,0.0,0.0,0.0,0.3903903903903904,0.9556550256347338,0.47129902740319574
post_gold,65_plus,type,5,525428,0.9287875788880684,0.9287875788880684,0.9287875788880684,1.0,0.9630791789145672,0.7764807105099617,0.9734231569758409,0.023430916492241334
post_gold,65_plus,valueRequiresStatement,15,5415,0.9957525392428439,0.9957525392428439,0.9957525392428439,1.0,0.9978717497918016,0.6948619532963487,0.9976281980295242,0.14346722121163857
post_gold,65_plus,valueType,16,305148,0.8664582432131294,0.8664582432131294,0.8664582432131294,1.0,0.928451784403718,0.8828954750175153,0.9703428169409294,0.07621743442361027
pre,1,distinct,2,30,1.0,1.0,1.0,1.0,1.0,,,0.00048021674156184524
