variant,density_bucket,support,fidelity_precision,fidelity_recall,fidelity_f1,fidelity_tp,fidelity_fp,fidelity_fn,primary_fix_rate,primary_total,gfr,srr,sir,disruption_add_mean,disruption_del_mean,disruption_total_ops_mean,disruption_changed_mean
normal,1,167,0.8918918918918919,0.8918918918918919,0.8918918918918919,165,20,20,0.9461077844311377,334,0.2215568862275449,0.0,0.0,0.9640718562874252,0.1437125748502994,1.1077844311377245,1.1077844311377245
normal,17_64,87088,0.7058979632455383,0.6856921903698054,0.6956483837398727,63840,26598,29263,0.8598142109130994,174176,0.8725976232353687,0.011833741467846796,0.19606202564497843,0.5111726070181885,0.5272942311225427,1.0384668381407312,1.0384668381407312
normal,2_4,2034,0.6759581881533101,0.6429924242424242,0.6590633341421985,1358,651,754,0.9019174041297935,4068,0.9229760734185514,0.0009832841691248771,0.0009832841691248771,0.8662733529990168,0.12143559488692232,0.987708947885939,0.987708947885939
normal,5_16,14675,0.7352146907912503,0.6972277354504129,0.7157175248923795,10890,3922,4729,0.8810221465076661,29350,0.8840831385158442,0.02073936493186913,0.014354344122657623,0.7741737649063032,0.2351618398637138,1.009335604770017,1.009335604770017
normal,65_plus,39352,0.5978269052219518,0.569965788655231,0.5835639926515616,23824,16027,17975,0.8259427729213255,78704,0.844801935613223,0.003545703713053674,0.06938119750958048,0.6037304330148404,0.4089499898353324,1.012680422850173,1.012680422850173
no_factor_pressure,1,167,0.8918918918918919,0.8918918918918919,0.8918918918918919,165,20,20,0.9491017964071856,334,0.2215568862275449,0.0,0.0,0.9640718562874252,0.1437125748502994,1.1077844311377245,1.1077844311377245
no_factor_pressure,17_64,87088,0.33255875199454693,0.23057259164581162,0.27233054664011064,21467,43084,71636,0.4888733235348154,174176,0.8542282418556255,0.010796615755517328,0.011777311578565977,0.7214656439463532,0.01975013779165901,0.7412157817380122,0.7412157817380122
no_factor_pressure,2_4,2034,0.6512794781736077,0.6145833333333334,0.6323995127892814,1298,695,814,0.8547197640117994,4068,0.9226483120288431,0.0014749262536873156,0.0,0.9134709931170109,0.06637168141592921,0.97984267453294,0.97984267453294
no_factor_pressure,5_16,14675,0.40008306222745205,0.3700621038478776,0.38448746091931085,5780,8667,9839,0.626916524701874,29350,0.8624667210510467,0.03048488800618257,0.004439522998296418,0.9409880749574105,0.04347529812606474,0.9844633730834753,0.9844633730834753
no_factor_pressure,65_plus,39352,0.30834906822099994,0.26957582717289885,0.2876617906104006,11268,25275,30531,0.47252998576946537,78704,0.8402927175534693,0.003108895019062099,0.005869115265343268,0.9146167920309006,0.014001829640170766,0.9286186216710713,0.9286186216710713
primary_only_pressure,1,167,0.8918918918918919,0.8918918918918919,0.8918918918918919,165,20,20,0.9461077844311377,334,0.2215568862275449,0.0,0.0,0.9640718562874252,0.1437125748502994,1.1077844311377245,1.1077844311377245
primary_only_pressure,17_64,87088,0.39845154154569334,0.27859467471510047,0.3279140328697851,25938,39159,67165,0.546963990446445,174176,0.8547241817011699,0.010895328609276618,0.012461815174607352,0.6617788903178394,0.08570641190519934,0.7474853022230388,0.7474853022230388
primary_only_pressure,2_4,2034,0.6571285140562249,0.6197916666666666,0.6379142300194932,1309,683,803,0.8613569321533924,4068,0.9228941330711243,0.0014749262536873156,0.0,0.9060963618485742,0.07325467059980334,0.9793510324483776,0.9793510324483776
primary_only_pressure,5_16,14675,0.42226197028068246,0.3929829054356873,0.40709666721936666,6138,8398,9481,0.654855195911414,29350,0.8640266842754036,0.029824563662723645,0.004621237932992614,0.9105962521294719,0.07993185689948892,0.9905281090289608,0.9905281090289608
primary_only_pressure,65_plus,39352,0.3853502312977308,0.3368023158448767,0.3594444160751672,14078,22455,27721,0.5938834112624517,78704,0.8403867208372525,0.0033094552101743703,0.006299732566348113,0.7901758487497459,0.13818865623094126,0.9283645049806871,0.9283645049806871
secondary_only_pressure,1,167,0.8918918918918919,0.8918918918918919,0.8918918918918919,165,20,20,0.9491017964071856,334,0.2215568862275449,0.0,0.0,0.9640718562874252,0.1437125748502994,1.1077844311377245,1.1077844311377245
secondary_only_pressure,17_64,87088,0.7057573779199079,0.6850477428224654,0.6952483730664836,63780,26591,29323,0.8594238012125666,174176,0.8727805035865199,0.011781012938958266,0.19617638298068496,0.5094731765570457,0.5282243248208709,1.0376975013779166,1.0376975013779166
secondary_only_pressure,2_4,2034,0.6739562624254473,0.6420454545454546,0.6576139670223086,1356,656,756,0.8972468043264503,4068,0.9232218944608326,0.0009832841691248771,0.0019665683382497543,0.867748279252704,0.12143559488692232,0.9891838741396264,0.9891838741396264
secondary_only_pressure,5_16,14675,0.7361139095976895,0.7017094564312696,0.7185000655565753,10960,3929,4659,0.8816354344122658,29350,0.8848507774640628,0.020574366197875518,0.01550077066601774,0.7698126064735945,0.24477001703577514,1.0145826235093698,1.0145826235093698
secondary_only_pressure,65_plus,39352,0.5973038108148817,0.5692241441182804,0.582926022564404,23793,16041,18006,0.8250406586704615,78704,0.8448286067482951,0.0035222188222511024,0.06984670867769144,0.6021803212034966,0.41006810327302295,1.0122484244765195,1.0122484244765195
