variant,density_bucket,support,fidelity_precision,fidelity_recall,fidelity_f1,fidelity_tp,fidelity_fp,fidelity_fn,primary_fix_rate,primary_total,gfr,srr,sir,disruption_add_mean,disruption_del_mean,disruption_total_ops_mean,disruption_changed_mean
normal,1,167,0.8907103825136612,0.8810810810810811,0.8858695652173914,163,20,22,0.9401197604790419,334,0.2215568862275449,0.0,0.0,0.9520958083832335,0.1437125748502994,1.095808383233533,1.095808383233533
normal,17_64,87088,0.7316737969099816,0.7090641547533377,0.7201915681643385,66016,24210,27087,0.8703380488701083,174176,0.8708555760605289,0.013957834748435666,0.19839704927493146,0.5071996141833548,0.528832904648172,1.0360325188315267,1.0360325188315267
normal,2_4,2034,0.6815697963238947,0.6496212121212122,0.6652121212121213,1372,641,740,0.9031465093411996,4068,0.9215011471648641,0.0014749262536873156,0.0014749262536873156,0.8652900688298918,0.12438544739429695,0.9896755162241888,0.9896755162241888
normal,5_16,14675,0.7520722420648291,0.7145143735194315,0.7328123973996981,11160,3679,4459,0.8873253833049404,29350,0.8837984680471874,0.021418876032163872,0.014087450312322584,0.7715843270868824,0.23959114139693355,1.0111754684838161,1.0111754684838161
normal,65_plus,39352,0.6255488820471408,0.5930285413526639,0.6088547743322075,24788,14838,17011,0.8308980483838179,78704,0.8443812982913055,0.004024605879552311,0.06930436390105442,0.596665989022159,0.41029680829436876,1.0069627973165278,1.0069627973165278
no_factor_pressure,1,167,0.8907103825136612,0.8810810810810811,0.8858695652173914,163,20,22,0.9401197604790419,334,0.2215568862275449,0.0,0.0,0.9520958083832335,0.1437125748502994,1.095808383233533,1.095808383233533
no_factor_pressure,17_64,87088,0.22835173012526355,0.19775947069374777,0.21195742892829803,18412,62218,74691,0.38224554473635863,174176,0.8503188675798156,0.014690236808715614,0.012182416985610319,0.9018464082307551,0.02399871394451589,0.925845122175271,0.925845122175271
no_factor_pressure,2_4,2034,0.5148018063221275,0.48579545454545453,0.49987819732034106,1026,967,1086,0.80039331366765,4068,0.9184693543100624,0.0004916420845624386,0.0004916420845624386,0.8559488692232055,0.12389380530973451,0.97984267453294,0.97984267453294
no_factor_pressure,5_16,14675,0.3919073491564198,0.3509827773865164,0.370317830242848,5482,8506,10137,0.6393185689948893,29350,0.8682602024135243,0.019064035529112164,0.001450312322544009,0.9112776831345826,0.041908006814310055,0.9531856899488926,0.9531856899488926
no_factor_pressure,65_plus,39352,0.2722783856129317,0.25065192947199694,0.26101796258003435,10477,28002,31322,0.43631835738971336,78704,0.8396833939283023,0.0039381490435891255,0.0055175696163049515,0.9591634478552551,0.018652165074202073,0.9778156129294572,0.9778156129294572
primary_only_pressure,1,167,0.8907103825136612,0.8810810810810811,0.8858695652173914,163,20,22,0.9401197604790419,334,0.2215568862275449,0.0,0.0,0.9520958083832335,0.1437125748502994,1.095808383233533,1.095808383233533
primary_only_pressure,17_64,87088,0.3123286665361269,0.2741157642610872,0.291977233074965,25521,56191,67582,0.453369006062833,174176,0.8516367282394556,0.013581814365795244,0.012800769064863054,0.8492444424030865,0.08902489435972809,0.9382693367628147,0.9382693367628147
primary_only_pressure,2_4,2034,0.6611611611611612,0.6254734848484849,0.6428223844282238,1321,677,791,0.8829891838741396,4068,0.9210914454277287,0.0014749262536873156,0.0004916420845624386,0.8785644051130777,0.10373647984267453,0.9823008849557522,0.9823008849557522
primary_only_pressure,5_16,14675,0.44727866988773624,0.40303476534989435,0.42400565789916816,6295,7779,9324,0.6862010221465077,29350,0.8699524337105241,0.019578378275141445,0.002143100511073254,0.8878364565587734,0.07120954003407155,0.959045996592845,0.959045996592845
primary_only_pressure,65_plus,39352,0.37875109756727443,0.35086963802961796,0.3642776418574037,14666,24056,27133,0.5600858914413499,78704,0.8392939451750285,0.00418517755151548,0.005836135950226406,0.835357796300061,0.14863285220573288,0.9839906485057939,0.9839906485057939
secondary_only_pressure,1,167,0.8907103825136612,0.8810810810810811,0.8858695652173914,163,20,22,0.9401197604790419,334,0.2215568862275449,0.0,0.0,0.9520958083832335,0.1437125748502994,1.095808383233533,1.095808383233533
secondary_only_pressure,17_64,87088,0.7151921199751531,0.69252333437161,0.7036752066792176,64476,25676,28627,0.8603309296343928,174176,0.8711359834390335,0.01386473551051973,0.19831444378333218,0.5042026455998531,0.5309801580011023,1.0351828036009554,1.0351828036009554
secondary_only_pressure,2_4,2034,0.5375435106911984,0.5118371212121212,0.5243754547659472,1081,930,1031,0.8235004916420846,4068,0.9200262209111768,0.0014749262536873156,0.004424778761061947,0.8367748279252704,0.15191740412979352,0.988692232055064,0.988692232055064
secondary_only_pressure,5_16,14675,0.7331215786983848,0.694538702861899,0.7133087848500788,10848,3949,4771,0.876695059625213,29350,0.8839920269017342,0.02095854873878718,0.015039750141964842,0.7604770017035775,0.24783645655877343,1.008313458262351,1.008313458262351
secondary_only_pressure,65_plus,39352,0.6124678338967657,0.5808033685016388,0.5962154794503728,24277,15361,17522,0.8241893677576744,78704,0.8447280836725266,0.003989609471649141,0.06966203542228538,0.5946584671681237,0.4126092701768652,1.0072677373449888,1.0072677373449888
