state,exposure_bucket,primary_or_secondary,factor_family,support,positive_rate,accuracy,precision,recall,f1,auroc,auprc,ece
post_gold,high_gt100,primary,conflictWith,14813,0.9873084452845473,0.9094039019779923,0.9923641485654978,0.9152820512820513,0.9522657750586897,0.8165982905982907,0.9959704287243258,0.07923585126241207
post_gold,high_gt100,primary,distinct,34189,0.7741963789522947,0.9620053233496154,0.9826647234793281,0.9680003022403566,0.9752773918504843,0.982990300805498,0.9922402070673083,0.18696646863125188
post_gold,high_gt100,primary,inverse,10515,0.9762244412743699,0.9766999524488825,0.9786929103764571,0.9978567949342426,0.9881819497371087,0.9409190452995616,0.9968789266006127,0.007050787059114589
post_gold,high_gt100,primary,itemRequiresStatement,11966,0.9992478689620592,0.9992478689620592,0.9992478689620592,1.0,0.9996237930025499,0.8416083558677855,0.9998351815280735,0.013141617430465827
post_gold,high_gt100,primary,oneOf,984,0.9949186991869918,0.9949186991869918,0.9949186991869918,1.0,0.9974528782475802,0.7570990806945863,0.9983609708550404,0.14371593466134575
post_gold,high_gt100,primary,single,17589,0.9997725851384388,0.9997725851384388,0.9997725851384388,1.0,0.9998862796383693,0.8611103212965596,0.999962108176841,0.0016892305946220043
post_gold,high_gt100,primary,symmetric,4370,0.9993135011441647,0.9993135011441647,0.9993135011441647,1.0,0.999656632711457,0.8334096633844744,0.9998662995186065,0.007584676794383847
post_gold,high_gt100,primary,type,11052,0.9562070213536011,0.9662504524068042,0.9698589731772513,0.9956472369417109,0.9825839286548069,0.9255007710787595,0.9951472936376852,0.030673496959743803
post_gold,high_gt100,primary,valueRequiresStatement,9655,0.9973070947695495,0.9973070947695495,0.9973070947695495,1.0,0.9986517320058079,0.483659138659658,0.9975379013049215,0.05805617860411803
post_gold,high_gt100,primary,valueType,7161,0.446585672392124,0.8459712330680073,0.9373695198329853,0.7020012507817386,0.8027892007866976,0.8933838364471108,0.9070908780895555,0.45855435481761947
post_gold,high_gt100,secondary,conflictWith,1827230,0.7048948408246362,0.9382956715903307,0.9693072303830547,0.9423006898265146,0.9556131905371549,0.9850511748002747,0.992774051507763,0.25706485505364907
post_gold,high_gt100,secondary,distinct,648167,1.0,0.9999475443828519,1.0,0.9999475443828519,0.9999737715035101,,,0.0028157349771892647
post_gold,high_gt100,secondary,inverse,31782,0.7609967906362092,0.9397772323956957,0.9457609478824753,0.9768874555527991,0.9610722421086886,0.9741826356967486,0.9893919950638188,0.17015051648942517
post_gold,high_gt100,secondary,itemRequiresStatement,678624,0.9912145753760551,0.9912145753760551,0.9912145753760551,1.0,0.9955879066311647,0.8663004748498031,0.9977860282911917,0.005771298328346143
post_gold,high_gt100,secondary,oneOf,2281,0.9995615957913196,0.9995615957913196,0.9995615957913196,1.0,0.9997807498355623,0.3969298245614035,0.9995951771024639,0.09583031692195496
post_gold,high_gt100,secondary,single,1342612,0.9990138625306492,0.9990138625306492,0.9990138625306492,1.0,0.999506688028615,0.8684758847297085,0.9997889721257155,0.0009719825306854311
post_gold,high_gt100,secondary,symmetric,279,0.989247311827957,0.989247311827957,0.989247311827957,1.0,0.9945945945945946,0.5314009661835749,0.990223571644258,0.01608437321092057
post_gold,high_gt100,secondary,type,735512,0.9425135143954143,0.9773586290910278,0.97990515060852,0.996411003563031,0.9880891500618323,0.9723978521224125,0.9973455450098967,0.031856987896171
post_gold,high_gt100,secondary,valueRequiresStatement,10604,0.9931158053564693,0.9931158053564693,0.9931158053564693,1.0,0.9965460137213153,0.520311201241475,0.9935017718910483,0.08146848817651377
post_gold,high_gt100,secondary,valueType,458304,0.8780656507471024,0.9714730833682447,0.9810042918242847,0.9866160066199329,0.9838021468288186,0.9828877921745206,0.9964599474985061,0.10016126742148677
