variant,delta_fidelity_f1,delta_primary_fix_rate,delta_gfr,delta_srr,delta_sir,delta_disruption_total_ops_mean,prediction_delta_support,prediction_changed_rate,slot_changed_rate,changed_slots_mean
no_factor_pressure,-0.3876433094039836,-0.142991710625471,0.042254087268649876,-0.0016033044138616497,0.10362228423150102,-0.024337826899997195,143316,0.7104998826980591,0.5634158253669739,3.3804948329925537
primary_only_pressure,-0.2091682653916097,-0.16061360908761058,-0.001981189731346422,0.0022713725201108387,0.031264623548290044,0.009294147199196079,143316,0.40506991744041443,0.1893194019794464,1.1359164714813232
secondary_only_pressure,-0.01945715858156183,-0.010148901727650816,0.0021107460774837383,-0.0026132019766350514,0.002335983997941521,-0.0006489156828268783,143316,0.05517876520752907,0.025114664807915688,0.15068799257278442
