slice,support,candidate_set_nonempty_rate,candidate_count_mean,oracle_safe_available_rate,selected_safe_rate,oracle_non_vacuous_safe_available_rate,selected_non_vacuous_safe_rate,oracle_primary_fix_rate,selected_primary_fix_rate,oracle_gfr,selected_gfr,oracle_srr,selected_srr,oracle_sir,selected_sir,oracle_mean_disruption,selected_mean_disruption,oracle_focus_deleted_rate,selected_focus_deleted_rate,oracle_vacuous_satisfaction_improvement_rate,selected_vacuous_satisfaction_improvement_rate
1,143316,1.0,42.595062658740126,0.29857098998018367,0.25080242261854924,0.09552317954729408,0.06007703257138072,0.3094699824164783,0.27365402327723354,0.9037825665309056,0.8660886363763056,0.0004642443257385895,0.00555114225190928,0.16146117652224182,0.07226851160844154,0.45508526612520583,1.0273730776745096,0.43478048508191686,0.19684473471210473,0.4241885065170672,0.18482932819782857
